authorname	interest1	interest2	interest3	interest4	interest5
Xueyi Wang	support vector machine	cloud computing	resource allocation
Dazhao Cheng	cloud computing	distributed systems	middleware
Kapil Ahuja	numerical linear algebra	optimization	algorithms
Erich Grädel	mathematical logic	logic	algorithms
Grace Metri	internet of things	mobile computing	cloud computing
Hugo Jair Escalante	machine learning	image retrieval	pattern recognition
Gergely Röst	mathematics	applied mathematics	differential equations
Georgios Pierris	machine learning	computational intelligence	neural networks
Ali Cevahir	parallel computing	high performance computing	information retrieval
Ulrike Thomas	robotics	computer vision	algorithms
Gregory Mounie	high performance computing	parallel computing	scheduling
Norshita Mat Nayan	knowledge management	information visualization	information system
Serena Ivaldi	robotics	humanoid robotics	human robot interaction
Kongqiao Wang	computer vision	pattern recognition	intelligent system
Quan Fang	data mining	multimedia	social media
Melike Erol	wireless networks	smart grid	cyber physical systems
Joon Hee Han	computer vision	pattern recognition	medical image analysis
Jun Zeng	computational intelligence	machine learning	decision support systems
David Ameller	software architecture	requirements engineering	software engineering
Guoyu Lu	computer vision	multimedia	machine learning
Ivan Tyukin	dynamical systems	adaptive control	neural networks
Christian Glacet	routing	distributed algorithms	computer networks
Sheheryar Malik	distributed systems	cloud computing	high performance computing
Sophie Engle	data visualization	computer science education	computer security
Narges Ahmidi	computer science	machine learning	health care
Chris Pal	deep learning	natural language processing	data mining
Ilona Bluemke	software engineering	software metrics	software testing
Stefan Dulman	distributed computing	machine learning	wireless sensor networks
Reza Navid	grid computing	knowledge engineering	petri nets
Junpei Kawamoto	security	privacy	web
Jiguang Wang	computational biology	machine learning	complex network
Cong Gao	data management	databases	data mining
Aly A. Fahmy	artificial intelligence	machine learning	natural language processing
Yasmina Andreu	machine learning	pattern recognition	computer vision
Robert Tibshirani	statistics	statistical learning	machine learning
Marián Boguñá	complex networks	complex systems	networks
Jean Krivine	theoretical computer science	concurrency theory	systems biology
Michele Zorzi	electrical engineering	networking	wireless communications
Arnaud Lefray	distributed systems	security	fault tolerance
Ioannis Karamouzas	motion planning	graphics	robotics
Joseba Quevedo	automatic control	fault diagnosis	system identification
Svetislav Momcilovic	parallel processing	high performance computing	video coding
Matthias Knorr	knowledge representation	semantic web	artificial intelligence
Vladimir Savic	tracking	distributed computing	bayesian inference
Christian Glahn	e learning	mobile learning	ubiquitous computing
Benjamín Barán	optimization	artificial intelligence	networking
Luyi Wang	text mining	information retrieval	knowledge engineering
Donghui Wu	predictive modeling	data mining	machine learning
Thorsten Papenbrock	databases	distributed computing	data quality
Mohammad Rabbath	information retrieval	computer vision	data mining
Farhad Farokhi	networked	estimation	optimal control
Zhiqiang Tian	computer vision	multimedia	embedded system
Sriram Subramanian	human computer interaction	user interface	mixed reality
Monika Mital	text mining	data mining	internet of things
Sugata Banerji	computer vision	image retrieval	image processing
Anders Ericsson	psychology	education	cognitive psychology
Jiaping Wang	genomics	bioinformatics	molecular biology
Maria Riveiro	artificial intelligence	visual analytics	data mining
Mark Bachman	internet of things	human computer interaction	sensors
Afsaneh Fazly	computational linguistics	artificial intelligence	cognitive modeling
Jessica Schrouff	machine learning	neuroimaging	signal processing
Krist Wongsuphasawat	information visualization	visual analytics	user interface
Eetu Mäkelä	linked data	user interfaces	artificial intelligence
Yongqun He	immunology	ontology	bioinformatics
Mooly Sagiv	programming languages	program verification	program analysis
Quan Leng	wireless networks	networks	real time systems
Zuqing Zhu	optical networks	software defined networking	cloud computing
Kazuhiro Fukui	pattern recognition	computer vision	machine learning
Anamary Leal	human computer interaction	virtual reality	gaming
Han Xu	mechanical engineering	finite element analysis	inverse problems
Alfredo Rial	cryptography	privacy	security
Oge Marques	image processing	image retrieval	machine learning
Andreas Triantafyllidis	medical informatics	pervasive computing	usability
Takashi Yamauchi	affective computing	cognitive psychology	cognitive science
Kisun You	speech recognition	machine learning	parallel processing
Sergio Lucia	optimization	internet of things	model predictive control
Erik Grönvall	human computer interaction	pervasive computing	participatory design
Harry Hochheiser	biomedical informatics	bioinformatics	human computer interaction
Marek Natkaniec	telecommunications	computer networks	wireless networks
Ivan Titov	natural language processing	computational linguistics	machine learning
Nirmalya Bandyopadhyay	bioinformatics	computational biology	machine learning
Jie Xue	immunology	molecular biology	biochemistry
Luigi Palopoli	embedded systems	formal methods	hybrid systems
Anoop Jain	multi agent systems	nonlinear control	dynamical systems
Nikos Fotiou	privacy	security	internet of things
Rohan Samarajiva	privacy	big data	telecommunication
Xueqi Cheng	web search	social computing	data mining
Waqar Mahmood	information technology	networks	communications
Jinyang Li	operating systems	distributed systems	networking
Akihito Nakamura	computer security	distributed computing	network protocol
Héctor Cancela	operations research	optimization	simulation
Anders Heyden	applied mathematics	computer vision	image analysis
Joe Faith	machine learning	information visualization	data mining
Farhad Samadzadegan	remote sensing	artificial intelligence	computer vision
Sarita Yardi Schoenebeck	human computer interaction	social computing	social media
Frank Vallentin	optimization	geometry	discrete mathematics
Tamer Shanableh	video compression	video coding	pattern recognition
Eloisa Vargiu	computer science	artificial intelligence	information retrieval
Joseph Sarkis	management	operations management	sustainability
Adrian Francalanza	concurrency	type systems	fault tolerance
Reyes Grangel	enterprise modelling	model driven engineering	requirements engineering
Alka Arora	data mining	database	web applications
Adam Coates	machine learning	robotics	computer vision
Alberto Suárez	artificial intelligence	intelligent systems	machine learning
Peyman Yadmellat	robotics	nonlinear systems	robust control
Lili Qiu	computer networks	wireless networks	big data
Zhihong Man	control systems	neural networks	signal processing
Jiming Peng	optimization	mathematical modeling	algorithm design
Alexandros Bartzas	multiprocessor systems	data management	scheduling
Halit Erdogan	artificial intelligence	knowledge representation	reasoning
Gwanhoo Lee	complexity	cyber security	privacy
Gerd Gruenert	systems biology	computational biology	artificial life
Marc Brockschmidt	software verification	automated reasoning	programming languages
Franck Multon	biomechanics	virtual human	motion control
Patrik Bichsel	computer science	security	privacy
Jamal Shahrabi	data mining	soft computing	decision support system
Sameera Abar	intelligent systems	ontologies	knowledge representation
Behzad Dariush	robotics	biomechanics	computer vision
Bernardo Machado David	cryptography	security	information theory
Kher Hui Ng	human computer interaction	internet of things	mobile computing
Cosimo Distante	pattern recognition	computer vision	robotics
Stefano Ghidoni	computer vision	robotics	artificial intelligence
Francesco Renna	compressive sensing	signal processing	communications
Cliff Chiung-Yu Lin	artificial intelligence	machine learning	optimization
Steffen Peter	cyber physical systems	wireless sensor networks	system design
Sergi Valverde	complex systems	computational biology	artificial intelligence
Roy Shilkrot	computer graphics	computer vision	human computer interaction
Wei Xing Zheng	control theory	system identification	estimation
Srikrishnan Divakaran	approximation algorithms	computational biology	operations research
Javier Cabrera	statistics	data mining	big data
Guanlin Lu	data storage	file system	distributed system
Tewfik Ziadi	software engineering	model driven engineering	software product lines
